CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,nluEngineVersion,requestLatency,skillInstance,type
9a9df2d4-579d-44e7-85b2-bf145ef41226,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,72,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f', 'requestLatency': 228, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",66fd72704a29b75ae498c119,2024-10-02 19:18:56.536,FLOW_STARTED,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f,228,EXPLICIT_USER_REQUEST,live chat
9a9df2d4-579d-44e7-85b2-bf145ef41226,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,170,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f', 'requestLatency': 314, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",66fd72b44a29b75ae498c4ef,2024-10-02 19:20:04.194,FLOW_STARTED,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f,314,EXPLICIT_USER_REQUEST,live chat
0d6d27ef-c591-4c4a-91fd-654092577cae,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,61,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 269, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",670d49b08790e7f88c2757cb,2024-10-14 19:41:20.696,FLOW_STARTED,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,269,EXPLICIT_USER_REQUEST,live chat
acfe2922-4449-4367-81b6-6a2b55a72e29,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,41,"{'nluEngineVersion': 'bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 227, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",670d46b78790e7f88c273041,2024-10-14 19:28:39.717,FLOW_STARTED,bf0fa48f613fdf0b2793c9372faf42e8bb3aa883 urmc-89d910f65fcc8f771e58593cb7e0ce9d,227,EXPLICIT_USER_REQUEST,live chat
70a8a5ee-e5a0-4ecf-bb47-f04d5d51f1aa,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,29,"{'nluEngineVersion': '8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 301, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",670d5a178790e7f88c2844e9,2024-10-14 20:51:19.140,FLOW_STARTED,8307155cd3fb198077acd99ef4a2e834c23ed71f urmc-89d910f65fcc8f771e58593cb7e0ce9d,301,EXPLICIT_USER_REQUEST,live chat
67d55272-7a89-478a-8104-40f533d9321d,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 262, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",670ea73ac6d56ea4415eb9a8,2024-10-15 20:32:42.214,FLOW_STARTED,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,262,EXPLICIT_USER_REQUEST,live chat
42f90345-2fd6-4c99-8ea8-28175bbf03c6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,28,"{'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 250, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",670e733a8529bdd288bb9665,2024-10-15 16:50:50.764,FLOW_STARTED,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,250,EXPLICIT_USER_REQUEST,live chat
cc946338-834b-4acc-99c0-16d533479445,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,26,"{'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 447, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",670ea300c6d56ea4415e72fb,2024-10-15 20:14:40.498,FLOW_STARTED,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,447,EXPLICIT_USER_REQUEST,live chat
9a1d2109-189a-45b4-acaf-b5cfbf3d9b1f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,27,"{'nluEngineVersion': '6ea939c99252fd8d2b84582660f85fe69c4a6877 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 585, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",670ebbb4c6d56ea4415fce45,2024-10-15 22:00:04.844,FLOW_STARTED,6ea939c99252fd8d2b84582660f85fe69c4a6877 urmc-d7b76ab58052fc65932cbb27caa4ced2,585,EXPLICIT_USER_REQUEST,live chat
be6a22e7-3d06-4237-afce-c3ea88c1c466,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,34,"{'nluEngineVersion': '6ea939c99252fd8d2b84582660f85fe69c4a6877 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 161, 'skillInstance': 'EXPLICIT_USER_REQUEST', 'type': 'live chat'}",670ec6ed4031c12e658e6c41,2024-10-15 22:47:57.773,FLOW_STARTED,6ea939c99252fd8d2b84582660f85fe69c4a6877 urmc-d7b76ab58052fc65932cbb27caa4ced2,161,EXPLICIT_USER_REQUEST,live chat
