ASSISTANT_ID,CONVERSATION_ID,EVENT_POSITION,eventData,eventId,sampleRate,sampleSize,streamType,timestamp,typeOfEvent
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dfb23904-7ab0-4568-b7aa-25c268d378c3,14,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",6705593b7673c82f4266826f,48000.0,16.0,start,2024-10-08 19:09:31.562,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dfb23904-7ab0-4568-b7aa-25c268d378c3,23,{'streamType': 'end'},670559407673c82f426682cb,,,end,2024-10-08 19:09:36.783,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dfb23904-7ab0-4568-b7aa-25c268d378c3,31,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",670559497673c82f4266833c,48000.0,16.0,start,2024-10-08 19:09:45.882,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dfb23904-7ab0-4568-b7aa-25c268d378c3,41,{'streamType': 'end'},6705594d7673c82f42668370,,,end,2024-10-08 19:09:49.027,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3ffee3d0-13a4-4bf9-afe0-69b3087a724b,19,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",67015542ce37c37834b6be64,48000.0,16.0,start,2024-10-05 18:03:30.544,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3ffee3d0-13a4-4bf9-afe0-69b3087a724b,28,{'streamType': 'end'},67015549ce37c37834b6bed5,,,end,2024-10-05 18:03:37.629,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,cbb0fb9a-6c57-47a6-8956-4750e7ab0b21,41,{'streamType': 'end'},6701235455f202ce262b6999,,,end,2024-10-05 14:30:28.068,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,cbb0fb9a-6c57-47a6-8956-4750e7ab0b21,57,{'streamType': 'end'},6701237655f202ce262b6a78,,,end,2024-10-05 14:31:02.335,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,f3f67d87-5fec-4397-b533-f3921eb60570,32,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",6706d09f14519701d6efc69e,48000.0,16.0,start,2024-10-09 21:51:11.919,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,f3f67d87-5fec-4397-b533-f3921eb60570,40,{'streamType': 'end'},6706d0a514519701d6efc6e4,,,end,2024-10-09 21:51:17.803,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,d31a0e9b-1044-400d-92a2-a11720331690,15,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",6706dd2ff480fd5383ad81ed,48000.0,16.0,start,2024-10-09 22:44:47.904,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,d31a0e9b-1044-400d-92a2-a11720331690,23,{'streamType': 'end'},6706dd39f480fd5383ad828d,,,end,2024-10-09 22:44:57.338,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,228212a6-56b6-4f69-8037-5b21e71124ac,134,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",6706ce109a99212463d1550f,48000.0,16.0,start,2024-10-09 21:40:16.675,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,228212a6-56b6-4f69-8037-5b21e71124ac,167,{'streamType': 'end'},6706cf219a99212463d16551,,,end,2024-10-09 21:44:49.052,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,228212a6-56b6-4f69-8037-5b21e71124ac,172,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",6706cf3a9a99212463d166b4,48000.0,16.0,start,2024-10-09 21:45:14.832,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,228212a6-56b6-4f69-8037-5b21e71124ac,177,{'streamType': 'end'},6706cf4c9a99212463d167b6,,,end,2024-10-09 21:45:32.643,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,b7db73af-9749-4ae8-8145-f20d30ec7398,17,{'streamType': 'end'},6709379e26d0feb902cdd046,,,end,2024-10-11 17:35:10.098,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,b7db73af-9749-4ae8-8145-f20d30ec7398,24,{'streamType': 'end'},670937a726d0feb902cdd0f5,,,end,2024-10-11 17:35:19.638,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,b7db73af-9749-4ae8-8145-f20d30ec7398,55,{'streamType': 'end'},670937ed26d0feb902cdd5d3,,,end,2024-10-11 17:36:29.225,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,f87f946d-7590-4017-b8b0-adf0cc7cf2c7,29,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",67072de914519701d6f45979,48000.0,16.0,start,2024-10-10 04:29:13.383,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,c2ba2258-d15f-4f2a-acaa-90b993c94696,20,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",670e8c874031c12e658b0ebc,48000.0,16.0,start,2024-10-15 18:38:47.419,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,c2ba2258-d15f-4f2a-acaa-90b993c94696,27,{'streamType': 'end'},670e8c8b4031c12e658b0efb,,,end,2024-10-15 18:38:51.128,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,18,"{'sampleRate': 48000, 'sampleSize': 16, 'streamType': 'start'}",67001857fd4c301deb1b8374,48000.0,16.0,start,2024-10-04 19:31:19.091,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,67272b40-499e-4500-a2bd-6fad1ec52b7f,29,"{'sampleRate': 32000, 'sampleSize': 16, 'streamType': 'start'}",66fff67dda6a1c14831fe2c5,32000.0,16.0,start,2024-10-04 17:06:53.184,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,816d1a35-d7c4-43f6-a6c3-ac2d48526528,40,{'streamType': 'end'},670047e8da6a1c1483247bb1,,,end,2024-10-04 22:54:16.311,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,67db4c6f-c5ca-471c-961f-e8b85295ce75,34,{'streamType': 'end'},66ffae3f55f202ce261cc5d1,,,end,2024-10-04 11:58:39.204,AUDIO_STREAM
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,67db4c6f-c5ca-471c-961f-e8b85295ce75,64,{'streamType': 'end'},66ffaefd55f202ce261cc8a0,,,end,2024-10-04 12:01:49.862,AUDIO_STREAM
