CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,innerHeight,innerWidth,isMobile,model,os,osVersion,ua,vendor
465f7d36-ade1-43cd-999a-8d0bbd2408cf,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,65,"{'innerHeight': 716, 'innerWidth': 414, 'isMobile': True, 'model': 'iPhone', 'os': 'iOS', 'osVersion': '17.6.1', 'ua': 'Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1', 'vendor': 'Apple'}",66fd8a714a29b75ae49a026c,2024-10-02 21:01:21.657,DEVICE_INFO,716,414,True,iPhone,iOS,17.6.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Apple
