CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,nluEngineVersion,request,requestLatency,response
09563bfb-8e66-4a75-8439-cdff94ef3afa,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,107,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 481, 'response': {'areAgentsOnline': True, 'is_success': True}}",67057ffc7673c82f4268d502,2024-10-08 21:54:52.775,INTEGRATION_REQUEST_RESULT,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",481,"{'areAgentsOnline': True, 'is_success': True}"
ff3bc71f-5103-4fb6-8e4d-720fda321e96,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,43,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 378, 'response': {'areAgentsOnline': True, 'is_success': True}}",67054c854f3c05168c76fe72,2024-10-08 18:15:17.574,INTEGRATION_REQUEST_RESULT,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",378,"{'areAgentsOnline': True, 'is_success': True}"
0d856495-0e84-4650-afeb-62169821d435,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,37,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Air'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 562, 'response': {'areAgentsOnline': True, 'is_success': True}}",67056e757673c82f4267c8cf,2024-10-08 20:40:05.039,INTEGRATION_REQUEST_RESULT,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Air'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",562,"{'areAgentsOnline': True, 'is_success': True}"
c6be77db-0c7f-43a7-8780-6d8ecb10e86b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 812, 'response': {'areAgentsOnline': True, 'is_success': True}}",6706d73214519701d6f02416,2024-10-09 22:19:14.517,INTEGRATION_REQUEST_RESULT,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",812,"{'areAgentsOnline': True, 'is_success': True}"
7824d52f-b8d4-4faf-9c0b-b4a4536affbf,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,43,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 593, 'response': {'areAgentsOnline': True, 'is_success': True}}",670679d814519701d6ea711c,2024-10-09 15:40:56.077,INTEGRATION_REQUEST_RESULT,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",593,"{'areAgentsOnline': True, 'is_success': True}"
b0a095a0-9a72-4cdb-884d-c065eafb3a54,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,72,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 706, 'response': {'areAgentsOnline': True, 'is_success': True}}",670683637673c82f42731f49,2024-10-09 16:21:39.405,INTEGRATION_REQUEST_RESULT,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",706,"{'areAgentsOnline': True, 'is_success': True}"
228212a6-56b6-4f69-8037-5b21e71124ac,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,51,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 354, 'response': {'areAgentsOnline': True, 'is_success': True}}",6706cb6d9a99212463d12d0b,2024-10-09 21:29:01.602,INTEGRATION_REQUEST_RESULT,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",354,"{'areAgentsOnline': True, 'is_success': True}"
bd0f17f9-67bc-4f2f-bb5b-2b7aff5a957c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,30,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 574, 'response': {'areAgentsOnline': True, 'is_success': True}}",670962c78b7dd681e934720a,2024-10-11 20:39:19.127,INTEGRATION_REQUEST_RESULT,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",574,"{'areAgentsOnline': True, 'is_success': True}"
339bc342-cc30-4748-b3b5-c1172f3a2c86,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,38,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 951, 'response': {'areAgentsOnline': True, 'is_success': True}}",670925f926d0feb902ccb883,2024-10-11 16:19:53.391,INTEGRATION_REQUEST_RESULT,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",951,"{'areAgentsOnline': True, 'is_success': True}"
16ebf895-cf39-4e99-bab2-595c640a12b9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 364, 'response': {'areAgentsOnline': True, 'is_success': True}}",67003e22da6a1c14832404a1,2024-10-04 22:12:34.555,INTEGRATION_REQUEST_RESULT,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",364,"{'areAgentsOnline': True, 'is_success': True}"
23b6e26f-c93c-408b-8977-bc6cba8d5805,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,88,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 669, 'response': {'areAgentsOnline': True, 'is_success': True}}",66fff7ecce37c37834a809d4,2024-10-04 17:13:00.922,INTEGRATION_REQUEST_RESULT,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Urology'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",669,"{'areAgentsOnline': True, 'is_success': True}"
4bca2520-0c38-4b61-a01a-0fd0d7b1c173,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,112,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'request': {'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Air'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}, 'requestLatency': 682, 'response': {'areAgentsOnline': True, 'is_success': True}}",67002cf4fd4c301deb1c981a,2024-10-04 20:59:16.660,INTEGRATION_REQUEST_RESULT,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,"{'bot_key': 'urmc', 'data': {'default_queue_id': None, 'queue_name': 'Air'}, 'integration_id': 'e4dd9ed6-76e8-4106-bfb7-14355133ed66', 'method': 'ARE_LIVECHAT_AGENTS_ONLINE'}",682,"{'areAgentsOnline': True, 'is_success': True}"
