ASSISTANT_ID,CONVERSATION_ID,EVENT_POSITION,eventData,eventId,nluEngineVersion,reason,requestLatency,timestamp,typeOfEvent
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a43a7d8d-7d95-4e91-8f48-0a717d79d3ce,23,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 1632}",6706d43a9a99212463d1b262,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,1632,2024-10-09 22:06:34.048,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a43a7d8d-7d95-4e91-8f48-0a717d79d3ce,28,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 1455}",6706d4459a99212463d1b2f9,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,1455,2024-10-09 22:06:45.173,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a43a7d8d-7d95-4e91-8f48-0a717d79d3ce,41,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 716}",6706d4589a99212463d1b439,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,716,2024-10-09 22:07:04.545,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a43a7d8d-7d95-4e91-8f48-0a717d79d3ce,46,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 1071}",6706d45f9a99212463d1b4ad,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,1071,2024-10-09 22:07:11.147,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a43a7d8d-7d95-4e91-8f48-0a717d79d3ce,114,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 736}",6706d4e79a99212463d1bd9b,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,736,2024-10-09 22:09:27.028,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a43a7d8d-7d95-4e91-8f48-0a717d79d3ce,120,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 730}",6706d4ef9a99212463d1be4f,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,730,2024-10-09 22:09:35.683,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,a43a7d8d-7d95-4e91-8f48-0a717d79d3ce,127,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 741}",6706d4f79a99212463d1bee9,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,741,2024-10-09 22:09:43.450,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,f87f946d-7590-4017-b8b0-adf0cc7cf2c7,38,"{'nluEngineVersion': '9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 1441}",67072dfb14519701d6f45a5f,9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,1441,2024-10-10 04:29:31.190,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,f87f946d-7590-4017-b8b0-adf0cc7cf2c7,46,"{'nluEngineVersion': '9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 1357}",67072dff14519701d6f45aa8,9909819b4cd72d55a6c4f1ff2b54cff14be7f550 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,,1357,2024-10-10 04:29:35.111,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3e7d69e6-9d5f-4dc0-bcc9-aec8976e2585,19,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 1187}",6708292214519701d6fdff18,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,,1187,2024-10-10 22:21:06.587,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3e7d69e6-9d5f-4dc0-bcc9-aec8976e2585,36,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 288}",6708292f14519701d6fdffc5,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,,288,2024-10-10 22:21:19.045,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3e7d69e6-9d5f-4dc0-bcc9-aec8976e2585,43,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 888}",6708293514519701d6fe002a,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,,888,2024-10-10 22:21:25.049,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,3e7d69e6-9d5f-4dc0-bcc9-aec8976e2585,49,"{'nluEngineVersion': 'e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1', 'requestLatency': 1803}",6708293f14519701d6fe00b4,e1540ef6ef90a451708d44b77b7f914b18c92060 urmc-5acc02dcce4ca96fa36dc5578ebacdc1,,1803,2024-10-10 22:21:35.800,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,c2ba2258-d15f-4f2a-acaa-90b993c94696,14,"{'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 977}",670e8c7a4031c12e658b0de1,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,,977,2024-10-15 18:38:34.028,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,b42e3302-9c4b-4952-900d-8560553a8c00,69,"{'nluEngineVersion': '686409c9455ddf31a54123e15d75d36a74e50871 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 2887}",670dc451881e9aad8cea1390,686409c9455ddf31a54123e15d75d36a74e50871 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,2887,2024-10-15 04:24:33.962,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,b42e3302-9c4b-4952-900d-8560553a8c00,76,"{'nluEngineVersion': '686409c9455ddf31a54123e15d75d36a74e50871 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 984}",670dc469881e9aad8cea1399,686409c9455ddf31a54123e15d75d36a74e50871 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,984,2024-10-15 04:24:57.650,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,688e2fa9-5215-40c5-a217-5af0fcd0bef6,18,"{'nluEngineVersion': '0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2', 'requestLatency': 1439}",670e40ba14519701d638459b,0668b4298420020a85dadd5a28482c463c374e23 urmc-d7b76ab58052fc65932cbb27caa4ced2,,1439,2024-10-15 13:15:22.826,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,93868283-69ed-4c4b-86b1-27c3d44c7ebb,28,"{'nluEngineVersion': '686409c9455ddf31a54123e15d75d36a74e50871 urmc-89d910f65fcc8f771e58593cb7e0ce9d', 'requestLatency': 1027}",670dc46614519701d634dc93,686409c9455ddf31a54123e15d75d36a74e50871 urmc-89d910f65fcc8f771e58593cb7e0ce9d,,1027,2024-10-15 04:24:54.226,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,28,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 551}",67001874fd4c301deb1b8542,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,551,2024-10-04 19:31:48.845,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,35,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 574}",6700187dfd4c301deb1b85b8,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,574,2024-10-04 19:31:57.991,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,42,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 625}",67001883fd4c301deb1b8605,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,625,2024-10-04 19:32:03.549,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,49,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 157}",67001885fd4c301deb1b8622,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,157,2024-10-04 19:32:05.560,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,57,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 140}",67001886fd4c301deb1b8641,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,140,2024-10-04 19:32:06.933,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,68,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 132}",6700188dfd4c301deb1b86bb,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,132,2024-10-04 19:32:13.684,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,77,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 858}",670018dafd4c301deb1b8a96,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,858,2024-10-04 19:33:30.353,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,84,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1585}",670018e6fd4c301deb1b8b23,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1585,2024-10-04 19:33:42.711,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,92,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 134}",670018e6fd4c301deb1b8b32,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,134,2024-10-04 19:33:42.957,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,dedda172-6887-4c70-bcc3-c3a04bc80627,97,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 627}",670018e8fd4c301deb1b8b4a,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,627,2024-10-04 19:33:44.974,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,c7677d61-d387-4b68-986e-bbf61f9fb56e,16,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 3589}",66ffc73955f202ce261d5842,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,3589,2024-10-04 13:45:13.938,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,bf2a4950-aaba-4a33-b65e-b856e9c1c98f,28,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 1126}",66ffd86455f202ce261df1b7,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,1126,2024-10-04 14:58:28.872,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,05d4d423-f441-45b4-948f-17220d696e1e,15,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1227}",6700368ece37c37834abdc6c,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1227,2024-10-04 21:40:14.759,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,4c2dccd4-7b9b-4b1a-bdf3-8e4fd292b59a,16,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 560}",670053cfce37c37834ad6347,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,560,2024-10-04 23:45:03.668,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,4c2dccd4-7b9b-4b1a-bdf3-8e4fd292b59a,23,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1106}",670053d8ce37c37834ad639c,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1106,2024-10-04 23:45:12.259,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,c545772c-03c8-4837-8d3d-29bd2720ab59,17,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 2254}",6700121ace37c37834a9e2cb,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,2254,2024-10-04 19:04:42.772,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,c545772c-03c8-4837-8d3d-29bd2720ab59,24,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 1146}",6700122bce37c37834a9e3b8,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,,1146,2024-10-04 19:04:59.819,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,87c4a67b-8133-4c5e-a805-7266da788c9a,65,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 2074}",66ffcd9fce37c37834a58c9a,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,2074,2024-10-04 14:12:31.063,MISUNDERSTANDING
08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,06c60876-9073-4463-a666-f56f833428e1,21,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b', 'requestLatency': 2957}",66ffd43955f202ce261dc20a,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6d31e9428cd30eafb7aedfca66870d2b,,2957,2024-10-04 14:40:41.576,MISUNDERSTANDING
