CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,nluEngineVersion,requestLatency,to
09563bfb-8e66-4a75-8439-cdff94ef3afa,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,141,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 894, 'to': 'awsConnect'}",670580567673c82f4268d9e9,2024-10-08 21:56:22.977,HANDOFF,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,894,awsConnect
ff3bc71f-5103-4fb6-8e4d-720fda321e96,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,88,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 981, 'to': 'awsConnect'}",67054cc34f3c05168c770327,2024-10-08 18:16:19.326,HANDOFF,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,981,awsConnect
0d856495-0e84-4650-afeb-62169821d435,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,70,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8', 'requestLatency': 412, 'to': 'awsConnect'}",67056e8b7673c82f4267ca0d,2024-10-08 20:40:27.736,HANDOFF,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-f95578ec092932482f95a0d3fdaedaa8,412,awsConnect
c6be77db-0c7f-43a7-8780-6d8ecb10e86b,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,64,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 1062, 'to': 'awsConnect'}",6706d74914519701d6f025a0,2024-10-09 22:19:37.644,HANDOFF,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,1062,awsConnect
7824d52f-b8d4-4faf-9c0b-b4a4536affbf,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,77,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 791, 'to': 'awsConnect'}",670679f714519701d6ea72d2,2024-10-09 15:41:27.368,HANDOFF,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,791,awsConnect
b0a095a0-9a72-4cdb-884d-c065eafb3a54,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,106,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 707, 'to': 'awsConnect'}",670683757673c82f42732073,2024-10-09 16:21:57.389,HANDOFF,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,707,awsConnect
228212a6-56b6-4f69-8037-5b21e71124ac,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,85,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'requestLatency': 852, 'to': 'awsConnect'}",6706cb8f9a99212463d12f33,2024-10-09 21:29:35.465,HANDOFF,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,852,awsConnect
bd0f17f9-67bc-4f2f-bb5b-2b7aff5a957c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,65,"{'nluEngineVersion': '7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6', 'requestLatency': 795, 'to': 'awsConnect'}",670962f38b7dd681e93474d3,2024-10-11 20:40:03.831,HANDOFF,7c8aa7cf05639bb2edb7c225a6aa00c85537c812 urmc-b36d458c4b00d2be35abe2d4d99f8ef6,795,awsConnect
16ebf895-cf39-4e99-bab2-595c640a12b9,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,73,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 744, 'to': 'awsConnect'}",67003e33da6a1c14832405b1,2024-10-04 22:12:51.258,HANDOFF,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,744,awsConnect
23b6e26f-c93c-408b-8977-bc6cba8d5805,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,122,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 796, 'to': 'awsConnect'}",66fff823ce37c37834a80d58,2024-10-04 17:13:55.095,HANDOFF,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,796,awsConnect
4bca2520-0c38-4b61-a01a-0fd0d7b1c173,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,146,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'requestLatency': 855, 'to': 'awsConnect'}",67002d0bfd4c301deb1c993c,2024-10-04 20:59:39.163,HANDOFF,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,855,awsConnect
